0.000000 0.000000 0.000000 0.000000
0.000100 0.000000 0.000000 29.161604
0.000200 0.000000 6.201975 47.728652
0.000300 0.000620 16.353337 59.322617
0.000400 0.002256 28.971472 66.331933
0.000500 0.005153 43.081583 70.331706
0.000600 0.009461 58.043761 72.360571
0.000700 0.015265 73.438927 73.103302
0.000800 0.022609 88.993593 73.011270
0.000900 0.031508 104.530241 72.381894
0.001000 0.041961 119.934590 71.411056
0.001100 0.053955 135.134005 70.227666
0.001200 0.067468 150.083261 68.916464
0.001300 0.082477 164.755151 67.533065
0.001400 0.098952 179.134293 66.113877
0.001500 0.116866 193.213045 64.682644
0.001600 0.136187 206.988816 63.254765
0.001700 0.156886 220.462288 61.840139
0.001800 0.178932 233.636252 60.445045
0.001900 0.202296 246.514829 59.073376
0.002000 0.226947 259.102973 57.727462
0.002100 0.252857 271.406132 56.408603
0.002200 0.279998 283.430032 55.117427
0.002300 0.308341 295.180532 53.854125
0.002400 0.337859 306.663533 52.618602
0.002500 0.368525 317.884917 51.410582
0.002600 0.400314 328.850505 50.229672
0.002700 0.433199 339.566038 49.075411
0.002800 0.467156 350.037160 47.947291
0.002900 0.502159 360.269404 46.844786
0.003000 0.538186 370.268196 45.767353
0.003100 0.575213 380.038843 44.714451
0.003200 0.613217 389.586540 43.685540
0.003300 0.652176 398.916367 42.680084
0.003400 0.692067 408.033290 41.697558
0.003500 0.732871 416.942166 40.737442
0.003600 0.774565 425.647739 39.799230
0.003700 0.817130 434.154647 38.882424
0.003800 0.860545 442.467423 37.986537
0.003900 0.904792 450.590496 37.111092
0.004000 0.949851 458.528196 36.255625
0.004100 0.995704 466.284752 35.419679
0.004200 1.042332 473.864299 34.602810
0.004300 1.089719 481.270874 33.804581
0.004400 1.137846 488.508426 33.024569
0.004500 1.186696 495.580812 32.262357
0.004600 1.236255 502.491801 31.517539
0.004700 1.286504 509.245076 30.789718
0.004800 1.337428 515.844236 30.078507
0.004900 1.389013 522.292799 29.383526
0.005000 1.441242 528.594201 28.704404
0.005100 1.494101 534.751800 28.040781
0.005200 1.547577 540.768878 27.392303
0.005300 1.601653 546.648641 26.758623
0.005400 1.656318 552.394225 26.139404
0.005500 1.711558 558.008689 25.534316
0.005600 1.767359 563.495028 24.943037
0.005700 1.823708 568.856164 24.365251
0.005800 1.880594 574.094955 23.800650
0.005900 1.938003 579.214193 23.248935
0.006000 1.995925 584.216606 22.709809
0.006100 2.054346 589.104860 22.182987
0.006200 2.113257 593.881561 21.668188
0.006300 2.172645 598.549254 21.165136
0.006400 2.232500 603.110427 20.673565
0.006500 2.292811 607.567510 20.193212
0.006600 2.353568 611.922879 19.723820
0.006700 2.414760 616.178856 19.265141
0.006800 2.476378 620.337708 18.816929
0.006900 2.538412 624.401652 18.378945
0.007000 2.600852 628.372854 17.950957
0.007100 2.663689 632.253430 17.532735
0.007200 2.726914 636.045448 17.124058
0.007300 2.790519 639.750930 16.724707
0.007400 2.854494 643.371850 16.334469
0.007500 2.918831 646.910137 15.953137
0.007600 2.983522 650.367679 15.580508
0.007700 3.048559 653.746316 15.216382
0.007800 3.113934 657.047851 14.860565
0.007900 3.179638 660.274042 14.512869
0.008000 3.245666 663.426609 14.173107
0.008100 3.312008 666.507233 13.841099
0.008200 3.378659 669.517554 13.516668
0.008300 3.445611 672.459177 13.199640
0.008400 3.512857 675.333670 12.889847
0.008500 3.580390 678.142566 12.587124
0.008600 3.648205 680.887360 12.291309
0.008700 3.716293 683.569516 12.002245
0.008800 3.784650 686.190463 11.719778
0.008900 3.853269 688.751598 11.443756
0.009000 3.922144 691.254286 11.174034
0.009100 3.991270 693.699861 10.910467
0.009200 4.060640 696.089626 10.652915
0.009300 4.130249 698.424855 10.401240
0.009400 4.200091 700.706792 10.155309
0.009500 4.270162 702.936654 9.914990
0.009600 4.340456 705.115629 9.680155
0.009700 4.410967 707.244878 9.450680
0.009800 4.481692 709.325535 9.226441
0.009900 4.552624 711.358711 9.007319
0.010000 4.623760 713.345488 8.793198
0.010100 4.695095 715.286925 8.583964
0.010200 4.766623 717.184058 8.379504
0.010300 4.838342 719.037896 8.179710
0.010400 4.910246 720.849428 7.984476
0.010500 4.982330 722.619620 7.793697
0.010600 5.054592 724.349415 7.607272
0.010700 5.127027 726.039734 7.425101
0.010800 5.199631 727.691479 7.247087
0.010900 5.272400 729.305531 7.073136
0.011000 5.345331 730.882748 6.903155
0.011100 5.418419 732.423972 6.737052
0.011200 5.491662 733.930024 6.574741
0.011300 5.565055 735.401707 6.416133
0.011400 5.638595 736.839805 6.261145
0.011500 5.712279 738.245084 6.109693
0.011600 5.786103 739.618294 5.961698
0.011700 5.860065 740.960167 5.817081
0.011800 5.934161 742.271417 5.675763
0.011900 6.008388 743.552743 5.537671
0.012000 6.082744 744.804828 5.402730
0.012100 6.157224 746.028340 5.270868
0.012200 6.231827 747.223930 5.142016
0.012300 6.306549 748.392236 5.016104
0.012400 6.381389 749.533881 4.893066
0.012500 6.456342 750.649472 4.772835
0.012600 6.531407 751.739605 4.655348
0.012700 6.606581 752.804860 4.540542
0.012800 6.681861 753.845805 4.428357
0.012900 6.757246 754.862995 4.318731
0.013000 6.832732 755.856972 4.211607
0.013100 6.908318 756.828265 4.106928
0.013200 6.984001 757.777393 4.004637
0.013300 7.059778 758.704862 3.904681
0.013400 7.135649 759.611164 3.807006
0.013500 7.211610 760.496785 3.711560
0.013600 7.287660 761.362194 3.618292
0.013700 7.363796 762.207855 3.527153
0.013800 7.440017 763.034216 3.438094
0.013900 7.516320 763.841720 3.351066
0.014000 7.592704 764.630796 3.266025
0.014100 7.669167 765.401864 3.182925
0.014200 7.745708 766.155336 3.101721
0.014300 7.822323 766.891614 3.022370
0.014400 7.899012 767.611089 2.944830
0.014500 7.975773 768.314145 2.869060
0.014600 8.052605 769.001156 2.795018
0.014700 8.129505 769.672490 2.722667
0.014800 8.206472 770.328503 2.651966
0.014900 8.283505 770.969546 2.582879
0.015000 8.360602 771.595959 2.515369
0.015100 8.437762 772.208078 2.449399
0.015200 8.514982 772.806227 2.384934
0.015300 8.592263 773.390726 2.321941
0.015400 8.669602 773.961886 2.260385
0.015500 8.746998 774.520012 2.200235
0.015600 8.824450 775.065401 2.141456
0.015700 8.901957 775.598344 2.084019
0.015800 8.979517 776.119125 2.027893
0.015900 9.057129 776.628022 1.973048
0.016000 9.134791 777.125304 1.919454
0.016100 9.212504 777.611239 1.867084
0.016200 9.290265 778.086084 1.815908
0.016300 9.368074 778.550093 1.765901
0.016400 9.445929 779.003513 1.717034
0.016500 9.523829 779.446585 1.669283
0.016600 9.601774 779.879546 1.622621
0.016700 9.679762 780.302627 1.577025
0.016800 9.757792 780.716053 1.532469
0.016900 9.835864 781.120043 1.488929
0.017000 9.913976 781.514815 1.446383
0.017100 9.992127 781.900578 1.404809
0.017200 10.070317 782.277537 1.364183
0.017300 10.148545 782.645894 1.324484
0.017400 10.226809 783.005844 1.285691
0.017500 10.305110 783.357580 1.247783
0.017600 10.383446 783.701290 1.210740
0.017700 10.461816 784.037155 1.174543
0.017800 10.540220 784.365356 1.139172
0.017900 10.618656 784.686067 1.104608
0.018000 10.697125 784.999460 1.070833
0.018100 10.775625 785.305700 1.037828
0.018200 10.854155 785.604952 1.005577
0.018300 10.932716 785.897375 0.974062
0.018400 11.011305 786.183124 0.943266
0.018500 11.089924 786.462352 0.913172
0.018600 11.168570 786.735208 0.883766
0.018700 11.247244 787.001838 0.855030
0.018800 11.325944 787.262382 0.826951
0.018900 11.404670 787.516981 0.799512
0.019000 11.483422 787.765770 0.772699
0.019100 11.562198 788.008881 0.746498
0.019200 11.640999 788.246444 0.720895
0.019300 11.719824 788.478586 0.695877
0.019400 11.798672 788.705430 0.671429
0.019500 11.877542 788.927098 0.647539
0.019600 11.956435 789.143707 0.624195
0.019700 12.035349 789.355372 0.601383
0.019800 12.114285 789.562207 0.579092
0.019900 12.193241 789.764323 0.557309
0.020000 12.272217 789.961825 0.536024
0.020100 12.351214 790.154821 0.515224
0.020200 12.430229 790.343412 0.494899
0.020300 12.509263 790.527700 0.475038
0.020400 12.588316 790.707781 0.455630
0.020500 12.667387 790.883754 0.436665
0.020600 12.746475 791.055710 0.418132
0.020700 12.825581 791.223743 0.400023
0.020800 12.904703 791.387940 0.382327
0.020900 12.983842 791.548391 0.365035
0.021000 13.062997 791.705180 0.348137
0.021100 13.142167 791.858391 0.331625
0.021200 13.221353 792.008105 0.315490
0.021300 13.300554 792.154403 0.299723
0.021400 13.379770 792.297362 0.284316
